date,open,high,low,close,volume,dividends,stock_splits
2024-09-02 00:00:00+05:30,538.2,542.0,531.9,532.15,595395,0.0,0.0
2024-09-03 00:00:00+05:30,533.15,540.6,529.6,536.15,652147,0.0,0.0
2024-09-04 00:00:00+05:30,526.05,528.45,516.85,519.15,736416,0.0,0.0
2024-09-05 00:00:00+05:30,521.0,525.8,519.6,524.9,469459,0.0,0.0
2024-09-06 00:00:00+05:30,524.0,529.85,518.35,520.5,547986,0.0,0.0
2024-09-09 00:00:00+05:30,515.55,521.55,514.05,514.85,450613,0.0,0.0
2024-09-10 00:00:00+05:30,519.4,528.0,513.9,525.6,276118,0.0,0.0
2024-09-11 00:00:00+05:30,525.0,526.1,513.3,514.55,114450,0.0,0.0
2024-09-12 00:00:00+05:30,520.0,531.85,518.0,529.85,401990,0.0,0.0
2024-09-13 00:00:00+05:30,533.05,552.5,530.9,550.65,759680,0.0,0.0
