date,open,high,low,close,volume,dividends,stock_splits
2021-10-29 00:00:00+05:30,0.57,0.6,0.56,0.58,0.0,0.0,0.0
2021-10-28 00:00:00+05:30,0.6,0.6,0.57,0.58,0.0,0.0,0.0
2021-10-27 00:00:00+05:30,0.6,0.6,0.58,0.6,0.0,0.0,0.0
2021-10-26 00:00:00+05:30,0.56,0.58,0.54,0.58,0.0,0.0,0.0
2021-10-25 00:00:00+05:30,0.55,0.58,0.55,0.56,0.0,0.0,0.0
2021-10-22 00:00:00+05:30,0.61,0.61,0.57,0.57,0.0,0.0,0.0
2021-10-21 00:00:00+05:30,0.59,0.59,0.59,0.59,0.0,0.0,0.0
2021-10-20 00:00:00+05:30,0.57,0.57,0.57,0.57,0.0,0.0,0.0
2021-10-19 00:00:00+05:30,0.51,0.55,0.51,0.55,0.0,0.0,0.0
2021-10-18 00:00:00+05:30,0.53,0.53,0.53,0.53,0.0,0.0,0.0
2021-10-14 00:00:00+05:30,0.55,0.55,0.55,0.55,0.0,0.0,0.0
2021-10-13 00:00:00+05:30,0.57,0.57,0.57,0.57,0.0,0.0,0.0
2021-10-12 00:00:00+05:30,0.6,0.6,0.6,0.6,0.0,0.0,0.0
2021-10-11 00:00:00+05:30,0.69,0.69,0.63,0.63,0.0,0.0,0.0
2021-10-08 00:00:00+05:30,0.66,0.66,0.66,0.66,0.0,0.0,0.0
2021-10-07 00:00:00+05:30,0.63,0.63,0.63,0.63,0.0,0.0,0.0
2021-10-06 00:00:00+05:30,0.6,0.6,0.6,0.6,0.0,0.0,0.0
2021-10-05 00:00:00+05:30,0.58,0.58,0.58,0.58,0.0,0.0,0.0
2021-10-04 00:00:00+05:30,0.56,0.56,0.56,0.56,0.0,0.0,0.0
2021-10-01 00:00:00+05:30,0.54,0.54,0.54,0.54,0.0,0.0,0.0
