date,open,high,low,close,volume,dividends,stock_splits
2023-11-30 00:00:00+05:30,37.25,39.2,36.4,38.4,0.0,0.0,0.0
2023-11-29 00:00:00+05:30,38.0,38.0,34.95,37.34,0.0,0.0,0.0
2023-11-28 00:00:00+05:30,36.75,37.0,36.0,36.5,0.0,0.0,0.0
2023-11-24 00:00:00+05:30,34.63,36.8,34.63,36.39,0.0,0.0,0.0
2023-11-23 00:00:00+05:30,36.0,36.99,34.3,36.45,0.0,0.0,0.0
2023-11-22 00:00:00+05:30,34.82,37.0,34.82,36.0,0.0,0.0,0.0
2023-11-21 00:00:00+05:30,37.47,37.47,35.51,35.84,0.0,0.0,0.0
2023-11-20 00:00:00+05:30,38.16,38.16,35.76,35.99,0.0,0.0,0.0
2023-11-17 00:00:00+05:30,38.75,38.75,36.09,37.0,0.0,0.0,0.0
2023-11-16 00:00:00+05:30,38.55,38.75,37.1,37.87,0.0,0.0,0.0
2023-11-15 00:00:00+05:30,36.55,38.75,36.55,37.61,0.0,0.0,0.0
2023-11-13 00:00:00+05:30,38.9,38.9,36.5,37.88,0.0,0.0,0.0
2023-11-12 00:00:00+05:30,38.0,38.4,36.51,38.2,0.0,0.0,0.0
2023-11-10 00:00:00+05:30,37.0,37.0,34.67,36.64,0.0,0.0,0.0
2023-11-09 00:00:00+05:30,37.96,37.96,35.03,36.36,0.0,0.0,0.0
2023-11-08 00:00:00+05:30,35.8,37.8,35.8,36.86,0.0,0.0,0.0
2023-11-07 00:00:00+05:30,36.5,38.65,36.5,36.85,0.0,0.0,0.0
2023-11-06 00:00:00+05:30,38.5,38.5,35.54,37.88,0.0,0.0,0.0
2023-11-03 00:00:00+05:30,37.75,37.75,35.32,37.41,0.0,0.0,0.0
2023-11-02 00:00:00+05:30,37.0,37.96,35.8,36.07,0.0,0.0,0.0
2023-11-01 00:00:00+05:30,36.87,36.87,35.8,36.16,0.0,0.0,0.0
