date,open,high,low,close,volume,dividends,stock_splits
2021-12-31 00:00:00+05:30,5.87,6.47,5.87,6.47,0.0,0.0,0.0
2021-12-30 00:00:00+05:30,6.17,6.17,6.17,6.17,0.0,0.0,0.0
2021-12-29 00:00:00+05:30,6.49,6.49,6.49,6.49,0.0,0.0,0.0
2021-12-28 00:00:00+05:30,6.83,6.83,6.83,6.83,0.0,0.0,0.0
2021-12-27 00:00:00+05:30,7.18,7.18,7.18,7.18,0.0,0.0,0.0
2021-12-24 00:00:00+05:30,7.55,7.55,7.55,7.55,0.0,0.0,0.0
2021-12-23 00:00:00+05:30,8.44,8.44,7.94,7.94,0.0,0.0,0.0
2021-12-22 00:00:00+05:30,8.33,8.35,8.33,8.35,0.0,0.0,0.0
2021-12-21 00:00:00+05:30,7.95,7.96,7.95,7.96,0.0,0.0,0.0
2021-12-20 00:00:00+05:30,7.59,7.59,7.58,7.59,0.0,0.0,0.0
2021-12-17 00:00:00+05:30,7.23,7.23,7.22,7.23,0.0,0.0,0.0
2021-12-16 00:00:00+05:30,6.89,6.89,6.88,6.89,0.0,0.0,0.0
2021-12-15 00:00:00+05:30,6.55,6.57,6.55,6.57,0.0,0.0,0.0
2021-12-14 00:00:00+05:30,6.21,6.26,6.21,6.26,0.0,0.0,0.0
2021-12-13 00:00:00+05:30,5.96,5.97,5.96,5.97,0.0,0.0,0.0
2021-12-10 00:00:00+05:30,5.69,5.69,5.68,5.69,0.0,0.0,0.0
2021-12-09 00:00:00+05:30,5.42,5.42,5.41,5.42,0.0,0.0,0.0
2021-12-08 00:00:00+05:30,5.17,5.17,5.16,5.17,0.0,0.0,0.0
2021-12-07 00:00:00+05:30,4.93,4.93,4.92,4.93,0.0,0.0,0.0
2021-12-06 00:00:00+05:30,4.7,4.7,4.69,4.7,0.0,0.0,0.0
2021-12-03 00:00:00+05:30,4.48,4.48,4.47,4.48,0.0,0.0,0.0
2021-12-02 00:00:00+05:30,4.27,4.27,4.26,4.27,0.0,0.0,0.0
2021-12-01 00:00:00+05:30,4.07,4.07,4.05,4.07,0.0,0.0,0.0
