date,open,high,low,close,volume,dividends,stock_splits
2023-03-31 00:00:00+05:30,20.569,21.578,20.569,21.578,0.0,0.0,0.0
2023-03-29 00:00:00+05:30,21.45,22.048,20.461,20.559,0.0,0.0,0.0
2023-03-28 00:00:00+05:30,22.793,23.42,21.392,21.392,0.0,0.0,0.0
2023-03-27 00:00:00+05:30,23.459,23.91,22.421,22.509,0.0,0.0,0.0
2023-03-24 00:00:00+05:30,25.468,25.468,23.293,23.44,0.0,0.0,0.0
2023-03-23 00:00:00+05:30,24.204,25.36,24.204,24.518,0.0,0.0,0.0
2023-03-22 00:00:00+05:30,24.214,25.213,24.018,24.194,0.0,0.0,0.0
2023-03-21 00:00:00+05:30,24.596,24.743,23.234,24.116,0.0,0.0,0.0
2023-03-20 00:00:00+05:30,22.636,23.734,22.587,23.734,0.0,0.0,0.0
2023-03-17 00:00:00+05:30,21.558,22.607,21.558,22.607,0.0,0.0,0.0
2023-03-16 00:00:00+05:30,21.901,22.401,21.127,21.539,0.0,0.0,0.0
2023-03-15 00:00:00+05:30,22.195,22.832,21.558,21.862,0.0,0.0,0.0
2023-03-14 00:00:00+05:30,22.773,23.45,21.607,22.166,0.0,0.0,0.0
2023-03-13 00:00:00+05:30,23.508,23.91,22.323,22.577,0.0,0.0,0.0
2023-03-10 00:00:00+05:30,24.655,24.655,23.224,23.45,0.0,0.0,0.0
2023-03-09 00:00:00+05:30,25.262,25.478,24.057,24.194,0.0,0.0,0.0
2023-03-08 00:00:00+05:30,25.478,25.909,24.498,25.262,0.0,0.0,0.0
2023-03-06 00:00:00+05:30,25.772,26.448,25.086,25.125,0.0,0.0,0.0
2023-03-03 00:00:00+05:30,26.311,26.311,25.331,25.703,0.0,0.0,0.0
2023-03-02 00:00:00+05:30,25.821,26.752,25.674,25.772,0.0,0.0,0.0
2023-03-01 00:00:00+05:30,25.919,26.752,25.821,25.899,0.0,0.0,0.0
