date,open,high,low,close,volume,dividends,stock_splits
2024-09-02 00:00:00+05:30,252.0,252.3,241.85,244.45,55833057,0.0,0.0
2024-09-03 00:00:00+05:30,246.75,252.95,245.4,247.7,66538683,0.0,0.0
2024-09-04 00:00:00+05:30,244.45,245.0,240.4,242.85,58762234,0.0,0.0
2024-09-05 00:00:00+05:30,248.05,261.6,246.0,254.85,115627516,0.0,0.0
2024-09-06 00:00:00+05:30,255.0,262.15,254.25,259.95,75700809,0.0,0.0
2024-09-09 00:00:00+05:30,260.0,265.0,256.3,263.2,58534619,0.0,0.0
2024-09-10 00:00:00+05:30,265.85,270.3,259.55,267.7,68658961,0.0,0.0
2024-09-11 00:00:00+05:30,268.25,281.5,268.1,271.75,121883781,0.0,0.0
2024-09-12 00:00:00+05:30,276.3,286.0,274.3,283.9,101691858,0.0,0.0
2024-09-13 00:00:00+05:30,285.4,286.45,271.1,272.9,82103078,0.0,0.0
