date,segment,exchange,symbol,scrip_name,holding_quantity,avg_price,holding_amount,open_price,open_amount,high_price,high_amount,low_price,low_amount,close_price,close_amount
2023-04-03,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,51.5,5150.0,52.15,5215.0,50.9,5090.0,51.95,5195.0
2023-04-04,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,405.85,24756.85,407.75,24872.75,391.2,23863.2,395.7,24137.7
2023-04-04,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,2.97,35.64,3.22,38.64,2.94,35.28,3.17,38.04
2023-04-04,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,420.5,4205.0,422.28,4222.8,416.87,4168.7,421.64,4216.4
2023-04-04,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,366.32,5494.8,367.57,5513.55,364.52,5467.8,367.02,5505.3
2023-04-04,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,51.5,5150.0,52.15,5215.0,50.9,5090.0,51.95,5195.0
2023-04-05,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,394.95,24091.95,405.5,24735.5,391.85,23902.85,396.95,24213.95
2023-04-05,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.22,38.64,3.33,39.96,3.14,37.68,3.3,39.6
2023-04-05,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,418.91,4189.1,426.16,4261.6,418.91,4189.1,423.78,4237.8
2023-04-05,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.41,5526.15,371.01,5565.15,366.42,5496.3,368.91,5533.65
2023-04-05,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,52.1,5210.0,52.9,5290.0,51.55,5155.0,51.7,5170.0
2023-04-06,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,399.0,24339.0,414.75,25299.75,396.35,24177.35,409.2,24961.2
2023-04-06,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.3,39.6,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-06,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,423.43,4234.3,436.3,4363.0,421.14,4211.4,434.86,4348.6
2023-04-06,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.91,5533.65,369.71,5545.65,365.12,5476.8,365.92,5488.8
2023-04-06,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,51.75,5175.0,52.45,5245.0,51.3,5130.0,52.15,5215.0
2023-04-07,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,399.0,24339.0,414.75,25299.75,396.35,24177.35,409.2,24961.2
2023-04-07,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.3,39.6,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-07,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,423.43,4234.3,436.3,4363.0,421.14,4211.4,434.86,4348.6
2023-04-07,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.91,5533.65,369.71,5545.65,365.12,5476.8,365.92,5488.8
2023-04-07,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,51.75,5175.0,52.45,5245.0,51.3,5130.0,52.15,5215.0
2023-04-08,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,399.0,24339.0,414.75,25299.75,396.35,24177.35,409.2,24961.2
2023-04-08,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.3,39.6,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-08,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,423.43,4234.3,436.3,4363.0,421.14,4211.4,434.86,4348.6
2023-04-08,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.91,5533.65,369.71,5545.65,365.12,5476.8,365.92,5488.8
2023-04-08,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,51.75,5175.0,52.45,5245.0,51.3,5130.0,52.15,5215.0
2023-04-09,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,399.0,24339.0,414.75,25299.75,396.35,24177.35,409.2,24961.2
2023-04-09,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.3,39.6,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-09,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,423.43,4234.3,436.3,4363.0,421.14,4211.4,434.86,4348.6
2023-04-09,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.91,5533.65,369.71,5545.65,365.12,5476.8,365.92,5488.8
2023-04-09,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,51.75,5175.0,52.45,5245.0,51.3,5130.0,52.15,5215.0
2023-04-10,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,412.0,25132.0,419.65,25598.65,408.05,24891.05,410.0,25010.0
2023-04-10,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.39,40.68,3.39,40.68,3.28,39.36,3.3,39.6
2023-04-10,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,447.28,4472.8,470.19,4701.9,447.28,4472.8,458.21,4582.1
2023-04-10,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,366.97,5504.55,373.55,5603.25,366.72,5500.8,372.46,5586.9
2023-04-10,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,52.15,5215.0,54.2,5420.0,51.8,5180.0,53.95,5395.0
2023-04-11,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,412.25,25147.25,426.0,25986.0,412.25,25147.25,416.65,25415.65
2023-04-11,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.3,39.6,3.38,40.56,3.25,39.0,3.33,39.96
2023-04-11,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,460.99,4609.9,461.19,4611.9,452.99,4529.9,455.93,4559.3
2023-04-11,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,372.46,5586.9,374.0,5610.0,367.87,5518.05,369.51,5542.65
2023-04-11,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.65,5465.0,55.25,5525.0,53.25,5325.0,53.95,5395.0
2023-04-12,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,418.8,25546.8,420.6,25656.6,410.65,25049.65,412.3,25150.3
2023-04-12,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.37,40.44,3.43,41.16,3.23,38.76,3.31,39.72
2023-04-12,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,456.32,4563.2,465.62,4656.2,455.68,4556.8,462.39,4623.9
2023-04-12,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,370.21,5553.15,372.66,5589.9,368.51,5527.65,371.36,5570.4
2023-04-12,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.25,5425.0,54.25,5425.0,52.9,5290.0,53.2,5320.0
2023-04-13,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,412.3,25150.3,415.0,25315.0,408.4,24912.4,410.5,25040.5
2023-04-13,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.32,39.84,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-13,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,461.54,4615.4,469.0,4690.0,460.2,4602.0,466.66,4666.6
2023-04-13,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.76,5531.4,368.76,5531.4,365.27,5479.05,367.47,5512.05
2023-04-13,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,53.2,5320.0,54.15,5415.0,52.85,5285.0,53.85,5385.0
2023-04-14,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,412.3,25150.3,415.0,25315.0,408.4,24912.4,410.5,25040.5
2023-04-14,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.32,39.84,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-14,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,461.54,4615.4,469.0,4690.0,460.2,4602.0,466.66,4666.6
2023-04-14,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.76,5531.4,368.76,5531.4,365.27,5479.05,367.47,5512.05
2023-04-14,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,53.2,5320.0,54.15,5415.0,52.85,5285.0,53.85,5385.0
2023-04-15,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,412.3,25150.3,415.0,25315.0,408.4,24912.4,410.5,25040.5
2023-04-15,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.32,39.84,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-15,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,461.54,4615.4,469.0,4690.0,460.2,4602.0,466.66,4666.6
2023-04-15,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.76,5531.4,368.76,5531.4,365.27,5479.05,367.47,5512.05
2023-04-15,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,53.2,5320.0,54.15,5415.0,52.85,5285.0,53.85,5385.0
2023-04-16,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,412.3,25150.3,415.0,25315.0,408.4,24912.4,410.5,25040.5
2023-04-16,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.32,39.84,3.36,40.32,3.27,39.24,3.33,39.96
2023-04-16,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,461.54,4615.4,469.0,4690.0,460.2,4602.0,466.66,4666.6
2023-04-16,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,368.76,5531.4,368.76,5531.4,365.27,5479.05,367.47,5512.05
2023-04-16,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,53.2,5320.0,54.15,5415.0,52.85,5285.0,53.85,5385.0
2023-04-17,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,410.5,25040.5,414.0,25254.0,404.4,24668.4,406.9,24820.9
2023-04-17,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.31,39.72,3.34,40.08,3.26,39.12,3.28,39.36
2023-04-17,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,467.11,4671.1,469.94,4699.4,462.88,4628.8,469.0,4690.0
2023-04-17,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,360.33,5404.95,361.73,5425.95,351.1,5266.5,360.83,5412.45
2023-04-17,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.2,5420.0,54.25,5425.0,53.0,5300.0,53.95,5395.0
2023-04-18,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,407.0,24827.0,410.55,25043.55,401.3,24479.3,403.45,24610.45
2023-04-18,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.29,39.48,3.34,40.08,2.96,35.52,3.08,36.96
2023-04-18,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,469.09,4690.9,480.52,4805.2,465.27,4652.7,470.04,4700.4
2023-04-18,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,362.68,5440.2,367.82,5517.3,358.49,5377.35,366.72,5500.8
2023-04-18,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.05,5405.0,54.2,5420.0,53.05,5305.0,53.3,5330.0
2023-04-19,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,405.8,24753.8,417.0,25437.0,398.85,24329.85,408.3,24906.3
2023-04-19,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.07,36.84,3.17,38.04,3.07,36.84,3.1,37.2
2023-04-19,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,470.04,4700.4,472.67,4726.7,465.12,4651.2,466.06,4660.6
2023-04-19,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,366.37,5495.55,367.32,5509.8,359.63,5394.45,360.03,5400.45
2023-04-19,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,53.6,5360.0,55.95,5595.0,53.2,5320.0,54.15,5415.0
2023-04-20,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,410.75,25055.75,415.9,25369.9,407.05,24830.05,411.5,25101.5
2023-04-20,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.1,37.2,3.12,37.44,3.06,36.72,3.07,36.84
2023-04-20,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,469.69,4696.9,476.75,4767.5,466.36,4663.6,473.87,4738.7
2023-04-20,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,359.73,5395.95,362.88,5443.2,358.64,5379.6,362.08,5431.2
2023-04-20,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.15,5415.0,54.4,5440.0,53.65,5365.0,54.2,5420.0
2023-04-21,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,411.55,25104.55,412.95,25189.95,403.5,24613.5,404.3,24662.3
2023-04-21,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.08,36.96,3.1,37.2,3.02,36.24,3.06,36.72
2023-04-21,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,473.22,4732.2,473.87,4738.7,464.32,4643.2,468.1,4681.0
2023-04-21,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,362.43,5436.45,367.92,5518.8,362.43,5436.45,367.22,5508.3
2023-04-21,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.3,5430.0,56.75,5675.0,54.1,5410.0,56.05,5605.0
2023-04-22,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,411.55,25104.55,412.95,25189.95,403.5,24613.5,404.3,24662.3
2023-04-22,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.08,36.96,3.1,37.2,3.02,36.24,3.06,36.72
2023-04-22,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,473.22,4732.2,473.87,4738.7,464.32,4643.2,468.1,4681.0
2023-04-22,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,362.43,5436.45,367.92,5518.8,362.43,5436.45,367.22,5508.3
2023-04-22,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.3,5430.0,56.75,5675.0,54.1,5410.0,56.05,5605.0
2023-04-23,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,411.55,25104.55,412.95,25189.95,403.5,24613.5,404.3,24662.3
2023-04-23,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.08,36.96,3.1,37.2,3.02,36.24,3.06,36.72
2023-04-23,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,473.22,4732.2,473.87,4738.7,464.32,4643.2,468.1,4681.0
2023-04-23,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,362.43,5436.45,367.92,5518.8,362.43,5436.45,367.22,5508.3
2023-04-23,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,54.3,5430.0,56.75,5675.0,54.1,5410.0,56.05,5605.0
2023-04-24,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,405.75,24750.75,405.75,24750.75,398.2,24290.2,399.7,24381.7
2023-04-24,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.05,36.6,3.09,37.08,3.01,36.12,3.03,36.36
2023-04-24,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,468.1,4681.0,472.97,4729.7,465.62,4656.2,472.13,4721.3
2023-04-24,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,375.2,5628.0,377.64,5664.6,369.81,5547.15,377.1,5656.5
2023-04-24,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,55.5,5550.0,56.4,5640.0,54.7,5470.0,56.0,5600.0
2023-04-25,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,400.2,24412.2,414.9,25308.9,399.0,24339.0,403.3,24601.3
2023-04-25,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.03,36.36,3.08,36.96,3.01,36.12,3.06,36.72
2023-04-25,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,468.15,4681.5,473.32,4733.2,468.15,4681.5,470.39,4703.9
2023-04-25,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,377.89,5668.35,377.89,5668.35,373.5,5602.5,374.8,5622.0
2023-04-25,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,56.4,5640.0,60.6,6060.0,56.2,5620.0,57.75,5775.0
2023-04-26,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,405.85,24756.85,408.4,24912.4,401.0,24461.0,403.45,24610.45
2023-04-26,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.05,36.6,3.18,38.16,3.04,36.48,3.07,36.84
2023-04-26,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,469.44,4694.4,476.6,4766.0,469.44,4694.4,475.11,4751.1
2023-04-26,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,376.2,5643.0,376.25,5643.75,372.76,5591.4,373.7,5605.5
2023-04-26,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,58.1,5810.0,59.0,5900.0,57.1,5710.0,58.2,5820.0
2023-04-27,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,403.3,24601.3,407.5,24857.5,400.5,24430.5,402.15,24531.15
2023-04-27,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.07,36.84,3.1,37.2,3.06,36.72,3.09,37.08
2023-04-27,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,472.77,4727.7,479.03,4790.3,472.77,4727.7,478.54,4785.4
2023-04-27,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,375.2,5628.0,375.7,5635.5,371.36,5570.4,373.55,5603.25
2023-04-27,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,58.6,5860.0,61.15,6115.0,58.35,5835.0,60.7,6070.0
2023-04-28,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,404.75,24689.75,418.2,25510.2,403.05,24586.05,411.85,25122.85
2023-04-28,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.09,37.08,3.13,37.56,3.09,37.08,3.11,37.32
2023-04-28,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,478.14,4781.4,484.9,4849.0,475.46,4754.6,482.16,4821.6
2023-04-28,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,381.54,5723.1,387.17,5807.55,379.04,5685.6,384.33,5764.95
2023-04-28,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,60.8,6080.0,66.0,6600.0,59.55,5955.0,64.9,6490.0
2023-04-29,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,404.75,24689.75,418.2,25510.2,403.05,24586.05,411.85,25122.85
2023-04-29,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.09,37.08,3.13,37.56,3.09,37.08,3.11,37.32
2023-04-29,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,478.14,4781.4,484.9,4849.0,475.46,4754.6,482.16,4821.6
2023-04-29,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,381.54,5723.1,387.17,5807.55,379.04,5685.6,384.33,5764.95
2023-04-29,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,60.8,6080.0,66.0,6600.0,59.55,5955.0,64.9,6490.0
2023-04-30,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,404.75,24689.75,418.2,25510.2,403.05,24586.05,411.85,25122.85
2023-04-30,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.09,37.08,3.13,37.56,3.09,37.08,3.11,37.32
2023-04-30,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,478.14,4781.4,484.9,4849.0,475.46,4754.6,482.16,4821.6
2023-04-30,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,381.54,5723.1,387.17,5807.55,379.04,5685.6,384.33,5764.95
2023-04-30,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,60.8,6080.0,66.0,6600.0,59.55,5955.0,64.9,6490.0
2023-05-01,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,404.75,24689.75,418.2,25510.2,403.05,24586.05,411.85,25122.85
2023-05-01,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.09,37.08,3.13,37.56,3.09,37.08,3.11,37.32
2023-05-01,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,478.14,4781.4,484.9,4849.0,475.46,4754.6,482.16,4821.6
2023-05-01,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,381.54,5723.1,387.17,5807.55,379.04,5685.6,384.33,5764.95
2023-05-01,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,60.8,6080.0,66.0,6600.0,59.55,5955.0,64.9,6490.0
2023-05-02,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,414.5,25284.5,423.2,25815.2,413.2,25205.2,415.45,25342.45
2023-05-02,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.13,37.56,3.19,38.28,3.11,37.32,3.13,37.56
2023-05-02,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,479.28,4792.8,481.12,4811.2,471.68,4716.8,477.29,4772.9
2023-05-02,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,388.17,5822.55,391.17,5867.55,386.53,5797.95,387.52,5812.8
2023-05-02,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.5,6450.0,65.65,6565.0,63.05,6305.0,63.45,6345.0
2023-05-03,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,414.6,25290.6,419.0,25559.0,390.3,23808.3,397.45,24244.45
2023-05-03,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.13,37.56,3.25,39.0,3.12,37.44,3.18,38.16
2023-05-03,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,474.11,4741.1,482.01,4820.1,474.11,4741.1,480.92,4809.2
2023-05-03,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,387.17,5807.55,387.17,5807.55,382.04,5730.6,384.38,5765.7
2023-05-03,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.45,6345.0,64.95,6495.0,63.15,6315.0,63.55,6355.0
2023-05-04,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,392.6,23948.6,401.5,24491.5,389.05,23732.05,399.0,24339.0
2023-05-04,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.18,38.16,3.49,41.88,3.17,38.04,3.41,40.92
2023-05-04,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,479.78,4797.8,483.51,4835.1,476.05,4760.5,477.79,4777.9
2023-05-04,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,383.28,5749.2,385.28,5779.2,382.23,5733.45,382.88,5743.2
2023-05-04,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.5,6350.0,66.6,6660.0,63.35,6335.0,65.7,6570.0
2023-05-05,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,400.0,24400.0,403.55,24616.55,396.05,24159.05,397.0,24217.0
2023-05-05,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.37,40.44,3.37,40.44,3.2,38.4,3.26,39.12
2023-05-05,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,477.79,4777.9,481.77,4817.7,473.32,4733.2,474.26,4742.6
2023-05-05,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,382.68,5740.2,383.78,5756.7,378.19,5672.85,378.69,5680.35
2023-05-05,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.5,6550.0,66.7,6670.0,64.25,6425.0,65.4,6540.0
2023-05-06,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,400.0,24400.0,403.55,24616.55,396.05,24159.05,397.0,24217.0
2023-05-06,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.37,40.44,3.37,40.44,3.2,38.4,3.26,39.12
2023-05-06,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,477.79,4777.9,481.77,4817.7,473.32,4733.2,474.26,4742.6
2023-05-06,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,382.68,5740.2,383.78,5756.7,378.19,5672.85,378.69,5680.35
2023-05-06,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.5,6550.0,66.7,6670.0,64.25,6425.0,65.4,6540.0
2023-05-07,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,400.0,24400.0,403.55,24616.55,396.05,24159.05,397.0,24217.0
2023-05-07,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,3.37,40.44,3.37,40.44,3.2,38.4,3.26,39.12
